[T] Epoch [0/29] | [0/500] TRAINING loss : 2.2996 TRAINING accuracy : 0.1300
[T] Epoch [1/29] | [170/500] TRAINING loss : 1.9840 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [171/500] TRAINING loss : 1.9990 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [172/500] TRAINING loss : 2.0227 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [173/500] TRAINING loss : 2.0484 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [174/500] TRAINING loss : 2.0184 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [175/500] TRAINING loss : 2.0108 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [176/500] TRAINING loss : 2.0692 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [177/500] TRAINING loss : 1.9506 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [178/500] TRAINING loss : 2.0711 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [179/500] TRAINING loss : 2.0301 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [180/500] TRAINING loss : 2.1302 TRAINING accuracy : 0.3000
[T] Epoch [1/29] | [181/500] TRAINING loss : 2.0871 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [182/500] TRAINING loss : 1.9814 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [183/500] TRAINING loss : 1.9747 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [184/500] TRAINING loss : 2.0044 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [185/500] TRAINING loss : 1.9737 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [186/500] TRAINING loss : 1.9471 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [187/500] TRAINING loss : 2.0247 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [188/500] TRAINING loss : 1.9779 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [189/500] TRAINING loss : 2.0644 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [190/500] TRAINING loss : 1.9909 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [191/500] TRAINING loss : 2.0623 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [192/500] TRAINING loss : 1.9803 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [193/500] TRAINING loss : 2.1056 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [194/500] TRAINING loss : 1.9992 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [195/500] TRAINING loss : 2.0010 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [196/500] TRAINING loss : 1.9106 TRAINING accuracy : 0.5600
[T] Epoch [1/29] | [197/500] TRAINING loss : 1.9915 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [198/500] TRAINING loss : 2.1012 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [199/500] TRAINING loss : 2.0703 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [200/500] TRAINING loss : 2.0931 TRAINING accuracy : 0.3400
[T] Epoch [1/29] | [201/500] TRAINING loss : 2.0706 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [202/500] TRAINING loss : 2.0210 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [203/500] TRAINING loss : 2.0316 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [204/500] TRAINING loss : 2.0281 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [205/500] TRAINING loss : 2.0011 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [206/500] TRAINING loss : 2.0121 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [207/500] TRAINING loss : 2.0295 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [208/500] TRAINING loss : 1.9825 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [209/500] TRAINING loss : 2.0428 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [210/500] TRAINING loss : 1.9779 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [211/500] TRAINING loss : 2.1040 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [212/500] TRAINING loss : 2.0860 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [213/500] TRAINING loss : 2.0769 TRAINING accuracy : 0.3500
[T] Epoch [1/29] | [214/500] TRAINING loss : 2.0786 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [215/500] TRAINING loss : 1.9389 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [216/500] TRAINING loss : 2.1224 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [217/500] TRAINING loss : 1.9895 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [218/500] TRAINING loss : 2.0107 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [219/500] TRAINING loss : 1.9702 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [220/500] TRAINING loss : 1.9998 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [221/500] TRAINING loss : 1.9634 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [222/500] TRAINING loss : 2.0383 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [223/500] TRAINING loss : 2.0157 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [224/500] TRAINING loss : 1.9994 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [225/500] TRAINING loss : 1.9980 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [226/500] TRAINING loss : 1.9233 TRAINING accuracy : 0.5600
[T] Epoch [1/29] | [227/500] TRAINING loss : 2.0548 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [228/500] TRAINING loss : 2.0306 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [229/500] TRAINING loss : 2.0573 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [230/500] TRAINING loss : 2.0735 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [231/500] TRAINING loss : 2.0311 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [232/500] TRAINING loss : 2.0438 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [233/500] TRAINING loss : 2.0170 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [234/500] TRAINING loss : 2.0229 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [235/500] TRAINING loss : 1.9638 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [236/500] TRAINING loss : 2.0206 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [237/500] TRAINING loss : 2.0002 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [238/500] TRAINING loss : 2.0612 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [239/500] TRAINING loss : 1.9903 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [240/500] TRAINING loss : 2.1349 TRAINING accuracy : 0.2900
[T] Epoch [1/29] | [241/500] TRAINING loss : 2.0057 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [242/500] TRAINING loss : 2.0004 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [243/500] TRAINING loss : 2.0803 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [244/500] TRAINING loss : 1.9880 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [245/500] TRAINING loss : 2.0165 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [246/500] TRAINING loss : 2.0532 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [247/500] TRAINING loss : 1.9906 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [248/500] TRAINING loss : 1.9941 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [249/500] TRAINING loss : 1.9824 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [250/500] TRAINING loss : 1.9577 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [251/500] TRAINING loss : 2.0607 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [252/500] TRAINING loss : 2.0409 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [253/500] TRAINING loss : 2.0365 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [254/500] TRAINING loss : 2.0036 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [255/500] TRAINING loss : 2.1074 TRAINING accuracy : 0.3300
[T] Epoch [1/29] | [256/500] TRAINING loss : 2.0058 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [257/500] TRAINING loss : 2.0934 TRAINING accuracy : 0.3400
[T] Epoch [1/29] | [258/500] TRAINING loss : 1.9950 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [259/500] TRAINING loss : 2.0217 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [260/500] TRAINING loss : 2.0918 TRAINING accuracy : 0.3400
[T] Epoch [1/29] | [261/500] TRAINING loss : 2.0272 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [262/500] TRAINING loss : 2.0330 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [263/500] TRAINING loss : 2.0272 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [264/500] TRAINING loss : 1.9715 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [265/500] TRAINING loss : 1.9883 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [266/500] TRAINING loss : 1.9587 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [267/500] TRAINING loss : 2.1196 TRAINING accuracy : 0.2900
[T] Epoch [1/29] | [268/500] TRAINING loss : 1.9840 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [269/500] TRAINING loss : 2.0162 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [270/500] TRAINING loss : 2.0511 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [271/500] TRAINING loss : 2.1024 TRAINING accuracy : 0.3500
[T] Epoch [1/29] | [272/500] TRAINING loss : 1.9679 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [273/500] TRAINING loss : 2.0240 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [274/500] TRAINING loss : 2.0808 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [275/500] TRAINING loss : 1.9835 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [276/500] TRAINING loss : 2.0490 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [277/500] TRAINING loss : 2.0446 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [278/500] TRAINING loss : 2.0070 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [279/500] TRAINING loss : 1.9698 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [280/500] TRAINING loss : 2.0325 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [281/500] TRAINING loss : 1.9737 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [282/500] TRAINING loss : 1.9242 TRAINING accuracy : 0.5400
[T] Epoch [1/29] | [283/500] TRAINING loss : 2.0753 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [284/500] TRAINING loss : 1.9923 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [285/500] TRAINING loss : 1.9931 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [286/500] TRAINING loss : 2.0213 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [287/500] TRAINING loss : 2.0010 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [288/500] TRAINING loss : 2.0758 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [289/500] TRAINING loss : 2.0645 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [290/500] TRAINING loss : 2.0580 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [291/500] TRAINING loss : 2.0468 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [292/500] TRAINING loss : 2.0696 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [293/500] TRAINING loss : 2.0487 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [294/500] TRAINING loss : 2.0498 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [295/500] TRAINING loss : 2.0031 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [296/500] TRAINING loss : 1.9977 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [297/500] TRAINING loss : 2.0208 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [298/500] TRAINING loss : 1.9867 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [299/500] TRAINING loss : 1.9780 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [300/500] TRAINING loss : 2.0309 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [301/500] TRAINING loss : 2.0220 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [302/500] TRAINING loss : 2.1257 TRAINING accuracy : 0.3200
[T] Epoch [1/29] | [303/500] TRAINING loss : 2.0015 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [304/500] TRAINING loss : 1.9495 TRAINING accuracy : 0.5400
[T] Epoch [1/29] | [305/500] TRAINING loss : 2.0722 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [306/500] TRAINING loss : 2.0236 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [307/500] TRAINING loss : 2.0868 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [308/500] TRAINING loss : 2.0018 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [309/500] TRAINING loss : 1.9654 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [310/500] TRAINING loss : 1.9683 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [311/500] TRAINING loss : 1.9895 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [312/500] TRAINING loss : 1.9954 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [313/500] TRAINING loss : 1.9848 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [314/500] TRAINING loss : 2.0282 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [315/500] TRAINING loss : 1.9948 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [316/500] TRAINING loss : 2.1169 TRAINING accuracy : 0.3500
[T] Epoch [1/29] | [317/500] TRAINING loss : 1.9553 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [318/500] TRAINING loss : 1.9432 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [319/500] TRAINING loss : 2.0044 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [320/500] TRAINING loss : 2.0145 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [321/500] TRAINING loss : 2.0222 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [322/500] TRAINING loss : 1.8970 TRAINING accuracy : 0.6000
[T] Epoch [1/29] | [323/500] TRAINING loss : 2.0221 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [324/500] TRAINING loss : 2.0095 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [325/500] TRAINING loss : 1.9990 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [326/500] TRAINING loss : 1.9053 TRAINING accuracy : 0.5600
[T] Epoch [1/29] | [327/500] TRAINING loss : 2.0050 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [328/500] TRAINING loss : 2.1042 TRAINING accuracy : 0.3300
[T] Epoch [1/29] | [329/500] TRAINING loss : 2.0507 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [330/500] TRAINING loss : 2.0480 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [331/500] TRAINING loss : 2.0292 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [332/500] TRAINING loss : 1.9454 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [333/500] TRAINING loss : 1.9747 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [334/500] TRAINING loss : 2.0863 TRAINING accuracy : 0.3500
[T] Epoch [1/29] | [335/500] TRAINING loss : 1.9915 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [336/500] TRAINING loss : 1.9906 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [337/500] TRAINING loss : 2.0291 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [338/500] TRAINING loss : 1.9337 TRAINING accuracy : 0.5400
[T] Epoch [1/29] | [339/500] TRAINING loss : 1.9526 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [340/500] TRAINING loss : 1.9571 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [341/500] TRAINING loss : 1.9716 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [342/500] TRAINING loss : 2.0621 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [343/500] TRAINING loss : 2.0385 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [344/500] TRAINING loss : 1.9835 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [345/500] TRAINING loss : 2.0139 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [346/500] TRAINING loss : 1.9164 TRAINING accuracy : 0.5600
[T] Epoch [1/29] | [347/500] TRAINING loss : 2.0406 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [348/500] TRAINING loss : 1.9669 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [349/500] TRAINING loss : 2.0921 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [350/500] TRAINING loss : 1.9922 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [351/500] TRAINING loss : 2.0555 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [352/500] TRAINING loss : 2.0120 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [353/500] TRAINING loss : 2.0166 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [354/500] TRAINING loss : 2.0944 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [355/500] TRAINING loss : 1.9809 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [356/500] TRAINING loss : 1.9619 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [357/500] TRAINING loss : 1.9865 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [358/500] TRAINING loss : 1.9638 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [359/500] TRAINING loss : 1.9699 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [360/500] TRAINING loss : 1.9957 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [361/500] TRAINING loss : 2.0475 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [362/500] TRAINING loss : 2.0639 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [363/500] TRAINING loss : 2.0201 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [364/500] TRAINING loss : 2.0276 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [365/500] TRAINING loss : 2.0354 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [366/500] TRAINING loss : 1.9916 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [367/500] TRAINING loss : 1.9785 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [368/500] TRAINING loss : 1.9753 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [369/500] TRAINING loss : 2.0123 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [370/500] TRAINING loss : 2.0385 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [371/500] TRAINING loss : 2.0498 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [372/500] TRAINING loss : 1.9818 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [373/500] TRAINING loss : 2.0126 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [374/500] TRAINING loss : 1.9918 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [375/500] TRAINING loss : 2.0142 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [376/500] TRAINING loss : 1.9587 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [377/500] TRAINING loss : 1.9842 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [378/500] TRAINING loss : 2.0537 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [379/500] TRAINING loss : 1.9720 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [380/500] TRAINING loss : 1.9814 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [381/500] TRAINING loss : 1.9457 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [382/500] TRAINING loss : 2.0268 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [383/500] TRAINING loss : 1.9509 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [384/500] TRAINING loss : 2.0662 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [385/500] TRAINING loss : 1.9464 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [386/500] TRAINING loss : 1.8957 TRAINING accuracy : 0.5800
[T] Epoch [1/29] | [387/500] TRAINING loss : 2.0164 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [388/500] TRAINING loss : 1.9869 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [389/500] TRAINING loss : 2.0139 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [390/500] TRAINING loss : 1.9929 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [391/500] TRAINING loss : 2.0676 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [392/500] TRAINING loss : 1.9882 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [393/500] TRAINING loss : 1.9795 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [394/500] TRAINING loss : 2.0114 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [395/500] TRAINING loss : 1.9632 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [396/500] TRAINING loss : 1.9644 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [397/500] TRAINING loss : 2.0021 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [398/500] TRAINING loss : 1.9835 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [399/500] TRAINING loss : 1.9910 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [400/500] TRAINING loss : 1.9922 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [401/500] TRAINING loss : 2.0451 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [402/500] TRAINING loss : 1.9591 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [403/500] TRAINING loss : 1.9792 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [404/500] TRAINING loss : 1.9916 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [405/500] TRAINING loss : 2.0461 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [406/500] TRAINING loss : 2.0215 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [407/500] TRAINING loss : 1.9677 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [408/500] TRAINING loss : 2.0491 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [409/500] TRAINING loss : 1.9988 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [410/500] TRAINING loss : 1.9982 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [411/500] TRAINING loss : 2.0332 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [412/500] TRAINING loss : 1.9780 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [413/500] TRAINING loss : 2.0370 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [414/500] TRAINING loss : 1.9653 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [415/500] TRAINING loss : 1.9774 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [416/500] TRAINING loss : 1.9097 TRAINING accuracy : 0.5700
[T] Epoch [1/29] | [417/500] TRAINING loss : 2.0295 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [418/500] TRAINING loss : 2.0364 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [419/500] TRAINING loss : 1.9999 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [420/500] TRAINING loss : 1.9852 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [421/500] TRAINING loss : 1.9488 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [422/500] TRAINING loss : 2.1087 TRAINING accuracy : 0.3200
[T] Epoch [1/29] | [423/500] TRAINING loss : 1.9463 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [424/500] TRAINING loss : 1.9738 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [425/500] TRAINING loss : 1.9497 TRAINING accuracy : 0.5300
[T] Epoch [1/29] | [426/500] TRAINING loss : 2.0374 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [427/500] TRAINING loss : 2.0035 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [428/500] TRAINING loss : 2.0348 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [429/500] TRAINING loss : 1.9656 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [430/500] TRAINING loss : 2.0145 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [431/500] TRAINING loss : 2.0080 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [432/500] TRAINING loss : 1.9659 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [433/500] TRAINING loss : 1.9493 TRAINING accuracy : 0.5200
[T] Epoch [1/29] | [434/500] TRAINING loss : 2.0258 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [435/500] TRAINING loss : 1.9330 TRAINING accuracy : 0.5600
[T] Epoch [1/29] | [436/500] TRAINING loss : 2.0172 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [437/500] TRAINING loss : 1.9956 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [438/500] TRAINING loss : 2.0467 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [439/500] TRAINING loss : 2.0200 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [440/500] TRAINING loss : 1.9961 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [441/500] TRAINING loss : 2.0175 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [442/500] TRAINING loss : 2.0249 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [443/500] TRAINING loss : 2.0266 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [444/500] TRAINING loss : 1.9443 TRAINING accuracy : 0.5400
[T] Epoch [1/29] | [445/500] TRAINING loss : 2.0087 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [446/500] TRAINING loss : 2.0148 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [447/500] TRAINING loss : 2.0290 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [448/500] TRAINING loss : 1.9657 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [449/500] TRAINING loss : 1.9963 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [450/500] TRAINING loss : 1.9642 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [451/500] TRAINING loss : 2.0865 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [452/500] TRAINING loss : 1.9752 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [453/500] TRAINING loss : 2.0362 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [454/500] TRAINING loss : 2.0509 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [455/500] TRAINING loss : 2.0258 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [456/500] TRAINING loss : 2.0217 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [457/500] TRAINING loss : 1.9823 TRAINING accuracy : 0.5000
[T] Epoch [1/29] | [458/500] TRAINING loss : 2.0771 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [459/500] TRAINING loss : 2.0814 TRAINING accuracy : 0.3700
